sale_id,sale_date,customer_name,email,region_name,product_name,category,quantity,sale_amount
171,2023-06-19,Amit Patel,amit.patel@example.com,West,Headphones,Accessories,5,15000.0
189,2023-03-02,Amit Chopra,amit.chopra@example.com,West,Headphones,Accessories,1,3000.0
237,2023-03-08,Arjun Patel,arjun.patel@example.com,West,Headphones,Accessories,2,6000.0
276,2023-04-05,Amit Reddy,amit.reddy@example.com,West,Headphones,Accessories,3,9000.0
326,2024-04-09,Karan Iyer,karan.iyer@example.com,West,Headphones,Accessories,2,6000.0
365,2023-08-01,Amit Patel,amit.patel@example.com,West,Headphones,Accessories,3,9000.0
445,2024-02-11,Amit Verma,amit.verma@example.com,West,Headphones,Accessories,1,3000.0
476,2024-03-29,Simran Patel,simran.patel@example.com,West,Headphones,Accessories,2,6000.0
480,2024-03-29,Ravi Verma,ravi.verma@example.com,West,Headphones,Accessories,4,12000.0
507,2024-06-12,Ravi Singh,ravi.singh@example.com,West,Headphones,Accessories,3,9000.0
520,2024-09-22,Pooja Verma,pooja.verma@example.com,West,Headphones,Accessories,1,3000.0
533,2024-08-07,Karan Gupta,karan.gupta@example.com,West,Headphones,Accessories,1,3000.0
544,2024-04-26,Neha Verma,neha.verma@example.com,West,Headphones,Accessories,5,15000.0
592,2023-12-16,Pooja Singh,pooja.singh@example.com,West,Headphones,Accessories,4,12000.0
616,2024-01-15,Rahul Kumar,rahul.kumar@example.com,West,Headphones,Accessories,1,3000.0
697,2023-10-07,Priya Sharma,priya.sharma@example.com,West,Headphones,Accessories,3,9000.0
742,2023-08-10,Priya Sharma,priya.sharma@example.com,West,Headphones,Accessories,4,12000.0
823,2024-04-05,Ravi Chopra,ravi.chopra@example.com,West,Headphones,Accessories,2,6000.0
847,2023-10-25,Rahul Singh,rahul.singh@example.com,West,Headphones,Accessories,3,9000.0
922,2023-01-16,Sneha Mehta,sneha.mehta@example.com,West,Headphones,Accessories,1,3000.0
933,2024-04-27,Amit Patel,amit.patel@example.com,West,Headphones,Accessories,3,9000.0
952,2023-07-26,Amit Singh,amit.singh@example.com,West,Headphones,Accessories,3,9000.0
16,2024-12-30,Ravi Verma,ravi.verma@example.com,East,Headphones,Accessories,1,3000.0
64,2024-11-25,Sneha Mehta,sneha.mehta@example.com,East,Headphones,Accessories,3,9000.0
70,2023-09-03,Ravi Singh,ravi.singh@example.com,East,Headphones,Accessories,4,12000.0
110,2023-07-06,Rahul Sharma,rahul.sharma@example.com,East,Headphones,Accessories,2,6000.0
121,2023-01-29,Priya Reddy,priya.reddy@example.com,East,Headphones,Accessories,2,6000.0
159,2024-12-03,Amit Reddy,amit.reddy@example.com,East,Headphones,Accessories,4,12000.0
178,2023-05-28,Rahul Sharma,rahul.sharma@example.com,East,Headphones,Accessories,2,6000.0
198,2023-07-08,Neha Reddy,neha.reddy@example.com,East,Headphones,Accessories,1,3000.0
275,2024-09-15,Simran Patel,simran.patel@example.com,East,Headphones,Accessories,2,6000.0
283,2023-09-08,Ravi Verma,ravi.verma@example.com,East,Headphones,Accessories,4,12000.0
306,2024-07-21,Arjun Reddy,arjun.reddy@example.com,East,Headphones,Accessories,3,9000.0
426,2024-02-21,Sneha Patel,sneha.patel@example.com,East,Headphones,Accessories,5,15000.0
446,2024-03-22,Ravi Singh,ravi.singh@example.com,East,Headphones,Accessories,4,12000.0
449,2024-08-07,Neha Iyer,neha.iyer@example.com,East,Headphones,Accessories,1,3000.0
451,2023-12-12,Rahul Kumar,rahul.kumar@example.com,East,Headphones,Accessories,3,9000.0
518,2024-08-17,Karan Gupta,karan.gupta@example.com,East,Headphones,Accessories,2,6000.0
523,2024-12-12,Amit Reddy,amit.reddy@example.com,East,Headphones,Accessories,3,9000.0
528,2024-09-15,Sneha Sharma,sneha.sharma@example.com,East,Headphones,Accessories,2,6000.0
562,2024-09-01,Amit Chopra,amit.chopra@example.com,East,Headphones,Accessories,2,6000.0
570,2024-01-18,Rahul Kumar,rahul.kumar@example.com,East,Headphones,Accessories,4,12000.0
633,2024-01-13,Priya Patel,priya.patel@example.com,East,Headphones,Accessories,3,9000.0
639,2024-07-29,Neha Verma,neha.verma@example.com,East,Headphones,Accessories,4,12000.0
669,2023-11-03,Ravi Chopra,ravi.chopra@example.com,East,Headphones,Accessories,3,9000.0
712,2023-02-08,Ravi Sharma,ravi.sharma@example.com,East,Headphones,Accessories,3,9000.0
810,2024-04-19,Arjun Mehta,arjun.mehta@example.com,East,Headphones,Accessories,4,12000.0
831,2024-02-27,Pooja Sharma,pooja.sharma@example.com,East,Headphones,Accessories,2,6000.0
858,2023-08-10,Neha Chopra,neha.chopra@example.com,East,Headphones,Accessories,2,6000.0
873,2023-10-12,Arjun Gupta,arjun.gupta@example.com,East,Headphones,Accessories,5,15000.0
901,2023-09-19,Sneha Sharma,sneha.sharma@example.com,East,Headphones,Accessories,1,3000.0
937,2023-09-17,Pooja Verma,pooja.verma@example.com,East,Headphones,Accessories,4,12000.0
8,2023-11-15,Simran Patel,simran.patel@example.com,South,Headphones,Accessories,5,15000.0
10,2024-09-11,Neha Mehta,neha.mehta@example.com,South,Headphones,Accessories,5,15000.0
24,2024-08-28,Ravi Singh,ravi.singh@example.com,South,Headphones,Accessories,4,12000.0
26,2023-01-21,Sneha Iyer,sneha.iyer@example.com,South,Headphones,Accessories,3,9000.0
51,2024-11-24,Arjun Mehta,arjun.mehta@example.com,South,Headphones,Accessories,1,3000.0
56,2023-07-15,Ravi Chopra,ravi.chopra@example.com,South,Headphones,Accessories,4,12000.0
82,2023-04-16,Simran Singh,simran.singh@example.com,South,Headphones,Accessories,2,6000.0
137,2023-02-12,Sneha Patel,sneha.patel@example.com,South,Headphones,Accessories,1,3000.0
180,2023-01-20,Sneha Reddy,sneha.reddy@example.com,South,Headphones,Accessories,1,3000.0
288,2023-07-12,Karan Iyer,karan.iyer@example.com,South,Headphones,Accessories,3,9000.0
366,2024-06-24,Karan Gupta,karan.gupta@example.com,South,Headphones,Accessories,5,15000.0
414,2023-09-19,Neha Reddy,neha.reddy@example.com,South,Headphones,Accessories,4,12000.0
484,2024-11-18,Simran Patel,simran.patel@example.com,South,Headphones,Accessories,5,15000.0
538,2023-04-06,Neha Iyer,neha.iyer@example.com,South,Headphones,Accessories,1,3000.0
568,2023-06-16,Rahul Singh,rahul.singh@example.com,South,Headphones,Accessories,1,3000.0
634,2024-04-03,Amit Patel,amit.patel@example.com,South,Headphones,Accessories,5,15000.0
640,2024-02-21,Simran Sharma,simran.sharma@example.com,South,Headphones,Accessories,5,15000.0
683,2023-08-21,Arjun Reddy,arjun.reddy@example.com,South,Headphones,Accessories,5,15000.0
711,2023-02-16,Priya Singh,priya.singh@example.com,South,Headphones,Accessories,5,15000.0
814,2024-12-26,Neha Chopra,neha.chopra@example.com,South,Headphones,Accessories,4,12000.0
928,2024-10-28,Sneha Sharma,sneha.sharma@example.com,South,Headphones,Accessories,3,9000.0
935,2023-01-06,Rahul Singh,rahul.singh@example.com,South,Headphones,Accessories,2,6000.0
975,2023-09-19,Amit Chopra,amit.chopra@example.com,South,Headphones,Accessories,1,3000.0
5,2024-06-09,Sneha Patel,sneha.patel@example.com,North,Headphones,Accessories,3,9000.0
7,2024-02-22,Ravi Singh,ravi.singh@example.com,North,Headphones,Accessories,3,9000.0
20,2024-10-18,Sneha Patel,sneha.patel@example.com,North,Headphones,Accessories,4,12000.0
22,2024-01-20,Rahul Singh,rahul.singh@example.com,North,Headphones,Accessories,4,12000.0
66,2023-08-31,Amit Chopra,amit.chopra@example.com,North,Headphones,Accessories,3,9000.0
74,2024-05-15,Karan Patel,karan.patel@example.com,North,Headphones,Accessories,4,12000.0
80,2024-06-06,Priya Reddy,priya.reddy@example.com,North,Headphones,Accessories,1,3000.0
127,2024-03-08,Amit Reddy,amit.reddy@example.com,North,Headphones,Accessories,4,12000.0
133,2023-05-03,Ravi Mehta,ravi.mehta@example.com,North,Headphones,Accessories,4,12000.0
154,2023-10-14,Simran Kumar,simran.kumar@example.com,North,Headphones,Accessories,2,6000.0
218,2023-01-03,Arjun Gupta,arjun.gupta@example.com,North,Headphones,Accessories,1,3000.0
243,2024-11-28,Amit Patel,amit.patel@example.com,North,Headphones,Accessories,4,12000.0
286,2024-09-05,Pooja Sharma,pooja.sharma@example.com,North,Headphones,Accessories,2,6000.0
319,2023-10-02,Neha Chopra,neha.chopra@example.com,North,Headphones,Accessories,5,15000.0
397,2024-02-23,Pooja Sharma,pooja.sharma@example.com,North,Headphones,Accessories,4,12000.0
467,2023-04-07,Arjun Patel,arjun.patel@example.com,North,Headphones,Accessories,4,12000.0
481,2024-11-19,Pooja Singh,pooja.singh@example.com,North,Headphones,Accessories,2,6000.0
652,2024-04-23,Sneha Patel,sneha.patel@example.com,North,Headphones,Accessories,1,3000.0
724,2023-08-17,Neha Iyer,neha.iyer@example.com,North,Headphones,Accessories,2,6000.0
808,2023-11-28,Amit Verma,amit.verma@example.com,North,Headphones,Accessories,3,9000.0
891,2024-09-30,Ravi Chopra,ravi.chopra@example.com,North,Headphones,Accessories,5,15000.0
893,2024-08-30,Ravi Mehta,ravi.mehta@example.com,North,Headphones,Accessories,2,6000.0
897,2024-03-28,Ravi Verma,ravi.verma@example.com,North,Headphones,Accessories,2,6000.0
943,2023-05-21,Neha Reddy,neha.reddy@example.com,North,Headphones,Accessories,4,12000.0
950,2024-03-06,Simran Sharma,simran.sharma@example.com,North,Headphones,Accessories,2,6000.0
980,2024-09-17,Sneha Reddy,sneha.reddy@example.com,North,Headphones,Accessories,2,6000.0
2,2024-04-10,Ravi Singh,ravi.singh@example.com,Central,Office Chair,Furniture,4,32000.0
46,2023-04-30,Sneha Reddy,sneha.reddy@example.com,Central,Office Chair,Furniture,2,16000.0
67,2023-04-22,Simran Iyer,simran.iyer@example.com,Central,Office Chair,Furniture,3,24000.0
118,2024-08-30,Sneha Patel,sneha.patel@example.com,Central,Office Chair,Furniture,2,16000.0
177,2024-01-06,Neha Mehta,neha.mehta@example.com,Central,Office Chair,Furniture,1,8000.0
188,2023-08-23,Ravi Chopra,ravi.chopra@example.com,Central,Office Chair,Furniture,2,16000.0
227,2023-08-15,Priya Reddy,priya.reddy@example.com,Central,Office Chair,Furniture,1,8000.0
280,2023-01-17,Simran Kumar,simran.kumar@example.com,Central,Office Chair,Furniture,4,32000.0
334,2023-01-08,Sneha Mehta,sneha.mehta@example.com,Central,Office Chair,Furniture,2,16000.0
373,2024-02-06,Simran Iyer,simran.iyer@example.com,Central,Office Chair,Furniture,5,40000.0
428,2023-01-05,Priya Sharma,priya.sharma@example.com,Central,Office Chair,Furniture,1,8000.0
429,2023-02-19,Priya Reddy,priya.reddy@example.com,Central,Office Chair,Furniture,5,40000.0
455,2024-04-19,Simran Kumar,simran.kumar@example.com,Central,Office Chair,Furniture,4,32000.0
602,2023-03-22,Priya Reddy,priya.reddy@example.com,Central,Office Chair,Furniture,3,24000.0
698,2024-05-06,Sneha Iyer,sneha.iyer@example.com,Central,Office Chair,Furniture,2,16000.0
747,2024-12-26,Karan Iyer,karan.iyer@example.com,Central,Office Chair,Furniture,2,16000.0
776,2024-03-26,Arjun Reddy,arjun.reddy@example.com,Central,Office Chair,Furniture,3,24000.0
826,2024-11-12,Ravi Sharma,ravi.sharma@example.com,Central,Office Chair,Furniture,4,32000.0
859,2024-09-17,Arjun Reddy,arjun.reddy@example.com,Central,Office Chair,Furniture,4,32000.0
903,2024-12-06,Simran Kumar,simran.kumar@example.com,Central,Office Chair,Furniture,3,24000.0
927,2024-02-08,Simran Kumar,simran.kumar@example.com,Central,Office Chair,Furniture,5,40000.0
43,2024-12-03,Pooja Chopra,pooja.chopra@example.com,West,Office Chair,Furniture,1,8000.0
50,2023-04-18,Rahul Sharma,rahul.sharma@example.com,West,Office Chair,Furniture,3,24000.0
103,2023-08-22,Priya Singh,priya.singh@example.com,West,Office Chair,Furniture,1,8000.0
150,2023-03-06,Simran Sharma,simran.sharma@example.com,West,Office Chair,Furniture,1,8000.0
155,2024-07-08,Sneha Patel,sneha.patel@example.com,West,Office Chair,Furniture,3,24000.0
282,2024-11-27,Ravi Sharma,ravi.sharma@example.com,West,Office Chair,Furniture,5,40000.0
284,2024-06-01,Sneha Patel,sneha.patel@example.com,West,Office Chair,Furniture,2,16000.0
287,2023-09-18,Ravi Chopra,ravi.chopra@example.com,West,Office Chair,Furniture,3,24000.0
339,2023-04-07,Amit Verma,amit.verma@example.com,West,Office Chair,Furniture,5,40000.0
368,2023-07-27,Priya Reddy,priya.reddy@example.com,West,Office Chair,Furniture,1,8000.0
384,2023-11-21,Neha Chopra,neha.chopra@example.com,West,Office Chair,Furniture,3,24000.0
386,2023-11-22,Simran Iyer,simran.iyer@example.com,West,Office Chair,Furniture,1,8000.0
411,2023-11-15,Ravi Mehta,ravi.mehta@example.com,West,Office Chair,Furniture,1,8000.0
423,2023-08-10,Sneha Reddy,sneha.reddy@example.com,West,Office Chair,Furniture,2,16000.0
458,2023-05-18,Amit Reddy,amit.reddy@example.com,West,Office Chair,Furniture,2,16000.0
567,2023-06-26,Ravi Reddy,ravi.reddy@example.com,West,Office Chair,Furniture,5,40000.0
665,2024-09-03,Arjun Reddy,arjun.reddy@example.com,West,Office Chair,Furniture,3,24000.0
671,2024-06-22,Pooja Iyer,pooja.iyer@example.com,West,Office Chair,Furniture,2,16000.0
688,2023-03-23,Neha Sharma,neha.sharma@example.com,West,Office Chair,Furniture,1,8000.0
736,2023-11-17,Amit Singh,amit.singh@example.com,West,Office Chair,Furniture,1,8000.0
817,2024-10-26,Pooja Chopra,pooja.chopra@example.com,West,Office Chair,Furniture,4,32000.0
902,2024-12-06,Karan Gupta,karan.gupta@example.com,West,Office Chair,Furniture,3,24000.0
921,2023-10-21,Arjun Mehta,arjun.mehta@example.com,West,Office Chair,Furniture,4,32000.0
68,2023-11-08,Neha Chopra,neha.chopra@example.com,East,Office Chair,Furniture,2,16000.0
75,2024-01-09,Pooja Sharma,pooja.sharma@example.com,East,Office Chair,Furniture,2,16000.0
113,2024-08-10,Pooja Singh,pooja.singh@example.com,East,Office Chair,Furniture,3,24000.0
132,2024-12-18,Sneha Mehta,sneha.mehta@example.com,East,Office Chair,Furniture,5,40000.0
157,2024-01-04,Arjun Patel,arjun.patel@example.com,East,Office Chair,Furniture,3,24000.0
211,2024-12-27,Ravi Reddy,ravi.reddy@example.com,East,Office Chair,Furniture,2,16000.0
258,2024-11-03,Arjun Reddy,arjun.reddy@example.com,East,Office Chair,Furniture,1,8000.0
315,2023-03-03,Amit Patel,amit.patel@example.com,East,Office Chair,Furniture,3,24000.0
342,2023-01-22,Amit Patel,amit.patel@example.com,East,Office Chair,Furniture,5,40000.0
382,2024-05-03,Neha Chopra,neha.chopra@example.com,East,Office Chair,Furniture,1,8000.0
430,2023-02-12,Arjun Reddy,arjun.reddy@example.com,East,Office Chair,Furniture,4,32000.0
452,2024-03-13,Sneha Mehta,sneha.mehta@example.com,East,Office Chair,Furniture,5,40000.0
453,2023-10-08,Sneha Reddy,sneha.reddy@example.com,East,Office Chair,Furniture,5,40000.0
473,2024-11-09,Simran Sharma,simran.sharma@example.com,East,Office Chair,Furniture,2,16000.0
489,2024-01-15,Neha Reddy,neha.reddy@example.com,East,Office Chair,Furniture,3,24000.0
498,2024-06-19,Amit Chopra,amit.chopra@example.com,East,Office Chair,Furniture,2,16000.0
524,2023-12-21,Sneha Patel,sneha.patel@example.com,East,Office Chair,Furniture,3,24000.0
547,2024-11-28,Simran Kumar,simran.kumar@example.com,East,Office Chair,Furniture,2,16000.0
578,2023-09-26,Ravi Verma,ravi.verma@example.com,East,Office Chair,Furniture,1,8000.0
620,2024-05-29,Simran Iyer,simran.iyer@example.com,East,Office Chair,Furniture,3,24000.0
765,2024-07-13,Neha Mehta,neha.mehta@example.com,East,Office Chair,Furniture,2,16000.0
867,2024-12-13,Pooja Verma,pooja.verma@example.com,East,Office Chair,Furniture,2,16000.0
883,2023-04-30,Simran Patel,simran.patel@example.com,East,Office Chair,Furniture,3,24000.0
942,2024-11-13,Ravi Sharma,ravi.sharma@example.com,East,Office Chair,Furniture,1,8000.0
84,2024-10-16,Priya Patel,priya.patel@example.com,South,Office Chair,Furniture,2,16000.0
114,2023-05-31,Sneha Reddy,sneha.reddy@example.com,South,Office Chair,Furniture,2,16000.0
162,2024-04-16,Amit Patel,amit.patel@example.com,South,Office Chair,Furniture,1,8000.0
274,2024-08-11,Rahul Kumar,rahul.kumar@example.com,South,Office Chair,Furniture,5,40000.0
305,2024-08-01,Amit Iyer,amit.iyer@example.com,South,Office Chair,Furniture,2,16000.0
329,2024-10-06,Sneha Sharma,sneha.sharma@example.com,South,Office Chair,Furniture,1,8000.0
333,2023-07-05,Ravi Verma,ravi.verma@example.com,South,Office Chair,Furniture,5,40000.0
361,2023-04-20,Amit Patel,amit.patel@example.com,South,Office Chair,Furniture,2,16000.0
398,2023-08-30,Amit Verma,amit.verma@example.com,South,Office Chair,Furniture,1,8000.0
424,2024-01-16,Sneha Sharma,sneha.sharma@example.com,South,Office Chair,Furniture,2,16000.0
510,2024-08-01,Simran Kumar,simran.kumar@example.com,South,Office Chair,Furniture,2,16000.0
555,2023-07-22,Simran Kumar,simran.kumar@example.com,South,Office Chair,Furniture,1,8000.0
572,2023-07-02,Karan Gupta,karan.gupta@example.com,South,Office Chair,Furniture,4,32000.0
590,2024-12-19,Priya Kumar,priya.kumar@example.com,South,Office Chair,Furniture,2,16000.0
631,2024-05-21,Priya Reddy,priya.reddy@example.com,South,Office Chair,Furniture,2,16000.0
637,2024-11-09,Rahul Sharma,rahul.sharma@example.com,South,Office Chair,Furniture,5,40000.0
825,2023-11-29,Ravi Kumar,ravi.kumar@example.com,South,Office Chair,Furniture,3,24000.0
827,2023-03-26,Rahul Singh,rahul.singh@example.com,South,Office Chair,Furniture,5,40000.0
861,2024-08-26,Neha Reddy,neha.reddy@example.com,South,Office Chair,Furniture,5,40000.0
962,2024-05-25,Neha Reddy,neha.reddy@example.com,South,Office Chair,Furniture,3,24000.0
981,2023-11-28,Neha Chopra,neha.chopra@example.com,South,Office Chair,Furniture,4,32000.0
72,2023-09-03,Sneha Sharma,sneha.sharma@example.com,North,Office Chair,Furniture,5,40000.0
134,2023-06-28,Simran Iyer,simran.iyer@example.com,North,Office Chair,Furniture,4,32000.0
241,2024-02-19,Sneha Patel,sneha.patel@example.com,North,Office Chair,Furniture,5,40000.0
246,2024-09-28,Pooja Chopra,pooja.chopra@example.com,North,Office Chair,Furniture,4,32000.0
312,2023-11-30,Sneha Sharma,sneha.sharma@example.com,North,Office Chair,Furniture,3,24000.0
442,2024-12-30,Sneha Reddy,sneha.reddy@example.com,North,Office Chair,Furniture,3,24000.0
471,2023-11-10,Priya Singh,priya.singh@example.com,North,Office Chair,Furniture,5,40000.0
556,2024-09-16,Karan Mehta,karan.mehta@example.com,North,Office Chair,Furniture,1,8000.0
596,2024-02-18,Rahul Sharma,rahul.sharma@example.com,North,Office Chair,Furniture,3,24000.0
622,2023-11-04,Karan Verma,karan.verma@example.com,North,Office Chair,Furniture,2,16000.0
780,2023-06-30,Amit Singh,amit.singh@example.com,North,Office Chair,Furniture,5,40000.0
869,2023-12-11,Simran Iyer,simran.iyer@example.com,North,Office Chair,Furniture,3,24000.0
888,2024-03-07,Ravi Singh,ravi.singh@example.com,North,Office Chair,Furniture,1,8000.0
918,2023-05-19,Ravi Verma,ravi.verma@example.com,North,Office Chair,Furniture,4,32000.0
955,2024-09-22,Karan Iyer,karan.iyer@example.com,North,Office Chair,Furniture,3,24000.0
960,2024-12-12,Amit Patel,amit.patel@example.com,North,Office Chair,Furniture,5,40000.0
987,2023-11-21,Neha Reddy,neha.reddy@example.com,North,Office Chair,Furniture,4,32000.0
23,2023-12-14,Rahul Sharma,rahul.sharma@example.com,Central,Desk Lamp,Furniture,4,8000.0
83,2024-03-19,Neha Chopra,neha.chopra@example.com,Central,Desk Lamp,Furniture,3,6000.0
148,2023-03-12,Sneha Mehta,sneha.mehta@example.com,Central,Desk Lamp,Furniture,2,4000.0
152,2023-04-06,Karan Gupta,karan.gupta@example.com,Central,Desk Lamp,Furniture,5,10000.0
161,2024-12-27,Neha Mehta,neha.mehta@example.com,Central,Desk Lamp,Furniture,5,10000.0
212,2024-06-06,Rahul Singh,rahul.singh@example.com,Central,Desk Lamp,Furniture,2,4000.0
224,2024-08-28,Neha Chopra,neha.chopra@example.com,Central,Desk Lamp,Furniture,4,8000.0
316,2024-03-30,Amit Patel,amit.patel@example.com,Central,Desk Lamp,Furniture,3,6000.0
537,2023-04-15,Neha Iyer,neha.iyer@example.com,Central,Desk Lamp,Furniture,5,10000.0
542,2024-04-23,Pooja Iyer,pooja.iyer@example.com,Central,Desk Lamp,Furniture,2,4000.0
644,2023-10-26,Neha Chopra,neha.chopra@example.com,Central,Desk Lamp,Furniture,1,2000.0
696,2023-07-15,Rahul Singh,rahul.singh@example.com,Central,Desk Lamp,Furniture,3,6000.0
722,2023-05-04,Sneha Mehta,sneha.mehta@example.com,Central,Desk Lamp,Furniture,3,6000.0
728,2023-02-05,Rahul Sharma,rahul.sharma@example.com,Central,Desk Lamp,Furniture,4,8000.0
758,2024-09-11,Karan Verma,karan.verma@example.com,Central,Desk Lamp,Furniture,4,8000.0
884,2024-12-28,Sneha Patel,sneha.patel@example.com,Central,Desk Lamp,Furniture,4,8000.0
890,2023-10-19,Priya Reddy,priya.reddy@example.com,Central,Desk Lamp,Furniture,5,10000.0
900,2023-08-08,Rahul Sharma,rahul.sharma@example.com,Central,Desk Lamp,Furniture,1,2000.0
905,2023-03-22,Neha Iyer,neha.iyer@example.com,Central,Desk Lamp,Furniture,5,10000.0
925,2023-07-20,Amit Verma,amit.verma@example.com,Central,Desk Lamp,Furniture,2,4000.0
970,2023-11-29,Sneha Mehta,sneha.mehta@example.com,Central,Desk Lamp,Furniture,2,4000.0
17,2024-04-06,Priya Mehta,priya.mehta@example.com,West,Desk Lamp,Furniture,5,10000.0
39,2024-07-15,Sneha Reddy,sneha.reddy@example.com,West,Desk Lamp,Furniture,1,2000.0
79,2024-11-02,Arjun Patel,arjun.patel@example.com,West,Desk Lamp,Furniture,5,10000.0
106,2023-02-25,Ravi Singh,ravi.singh@example.com,West,Desk Lamp,Furniture,5,10000.0
120,2024-10-08,Arjun Gupta,arjun.gupta@example.com,West,Desk Lamp,Furniture,3,6000.0
125,2024-05-20,Karan Mehta,karan.mehta@example.com,West,Desk Lamp,Furniture,2,4000.0
176,2023-11-09,Amit Patel,amit.patel@example.com,West,Desk Lamp,Furniture,3,6000.0
208,2024-02-05,Simran Iyer,simran.iyer@example.com,West,Desk Lamp,Furniture,2,4000.0
272,2024-03-17,Amit Verma,amit.verma@example.com,West,Desk Lamp,Furniture,1,2000.0
281,2024-12-06,Arjun Patel,arjun.patel@example.com,West,Desk Lamp,Furniture,5,10000.0
323,2023-09-22,Sneha Mehta,sneha.mehta@example.com,West,Desk Lamp,Furniture,2,4000.0
335,2023-03-01,Amit Iyer,amit.iyer@example.com,West,Desk Lamp,Furniture,5,10000.0
376,2024-05-24,Arjun Patel,arjun.patel@example.com,West,Desk Lamp,Furniture,5,10000.0
390,2023-05-23,Karan Patel,karan.patel@example.com,West,Desk Lamp,Furniture,1,2000.0
422,2023-03-17,Neha Reddy,neha.reddy@example.com,West,Desk Lamp,Furniture,1,2000.0
515,2023-08-14,Priya Reddy,priya.reddy@example.com,West,Desk Lamp,Furniture,4,8000.0
628,2024-07-24,Ravi Singh,ravi.singh@example.com,West,Desk Lamp,Furniture,1,2000.0
700,2023-12-28,Amit Patel,amit.patel@example.com,West,Desk Lamp,Furniture,5,10000.0
768,2024-11-28,Karan Gupta,karan.gupta@example.com,West,Desk Lamp,Furniture,3,6000.0
843,2024-11-03,Simran Singh,simran.singh@example.com,West,Desk Lamp,Furniture,3,6000.0
876,2023-07-02,Simran Iyer,simran.iyer@example.com,West,Desk Lamp,Furniture,3,6000.0
940,2024-02-07,Ravi Reddy,ravi.reddy@example.com,West,Desk Lamp,Furniture,4,8000.0
81,2024-01-24,Simran Patel,simran.patel@example.com,East,Desk Lamp,Furniture,3,6000.0
143,2023-10-13,Simran Patel,simran.patel@example.com,East,Desk Lamp,Furniture,5,10000.0
144,2023-03-03,Ravi Mehta,ravi.mehta@example.com,East,Desk Lamp,Furniture,2,4000.0
145,2023-08-09,Priya Singh,priya.singh@example.com,East,Desk Lamp,Furniture,4,8000.0
163,2024-02-20,Ravi Verma,ravi.verma@example.com,East,Desk Lamp,Furniture,4,8000.0
164,2024-03-10,Karan Iyer,karan.iyer@example.com,East,Desk Lamp,Furniture,5,10000.0
169,2023-09-27,Simran Iyer,simran.iyer@example.com,East,Desk Lamp,Furniture,4,8000.0
195,2024-03-02,Pooja Chopra,pooja.chopra@example.com,East,Desk Lamp,Furniture,1,2000.0
223,2024-01-13,Sneha Mehta,sneha.mehta@example.com,East,Desk Lamp,Furniture,4,8000.0
314,2024-05-29,Sneha Iyer,sneha.iyer@example.com,East,Desk Lamp,Furniture,4,8000.0
321,2023-08-04,Sneha Mehta,sneha.mehta@example.com,East,Desk Lamp,Furniture,2,4000.0
322,2024-10-26,Amit Verma,amit.verma@example.com,East,Desk Lamp,Furniture,4,8000.0
341,2024-12-22,Arjun Gupta,arjun.gupta@example.com,East,Desk Lamp,Furniture,2,4000.0
345,2023-03-13,Amit Gupta,amit.gupta@example.com,East,Desk Lamp,Furniture,5,10000.0
360,2024-11-25,Rahul Kumar,rahul.kumar@example.com,East,Desk Lamp,Furniture,4,8000.0
377,2024-03-28,Amit Reddy,amit.reddy@example.com,East,Desk Lamp,Furniture,3,6000.0
565,2023-03-15,Arjun Gupta,arjun.gupta@example.com,East,Desk Lamp,Furniture,4,8000.0
651,2024-08-09,Arjun Gupta,arjun.gupta@example.com,East,Desk Lamp,Furniture,4,8000.0
692,2024-07-08,Sneha Patel,sneha.patel@example.com,East,Desk Lamp,Furniture,3,6000.0
701,2023-02-08,Sneha Sharma,sneha.sharma@example.com,East,Desk Lamp,Furniture,2,4000.0
839,2024-01-22,Arjun Patel,arjun.patel@example.com,East,Desk Lamp,Furniture,3,6000.0
863,2024-12-01,Arjun Patel,arjun.patel@example.com,East,Desk Lamp,Furniture,2,4000.0
875,2023-10-26,Sneha Sharma,sneha.sharma@example.com,East,Desk Lamp,Furniture,4,8000.0
909,2024-08-10,Sneha Reddy,sneha.reddy@example.com,East,Desk Lamp,Furniture,4,8000.0
917,2023-05-12,Amit Patel,amit.patel@example.com,East,Desk Lamp,Furniture,1,2000.0
11,2023-01-10,Rahul Kumar,rahul.kumar@example.com,South,Desk Lamp,Furniture,2,4000.0
34,2023-05-23,Neha Mehta,neha.mehta@example.com,South,Desk Lamp,Furniture,1,2000.0
35,2023-07-27,Simran Iyer,simran.iyer@example.com,South,Desk Lamp,Furniture,4,8000.0
172,2024-09-19,Karan Gupta,karan.gupta@example.com,South,Desk Lamp,Furniture,1,2000.0
175,2024-07-31,Karan Iyer,karan.iyer@example.com,South,Desk Lamp,Furniture,2,4000.0
344,2024-11-26,Ravi Kumar,ravi.kumar@example.com,South,Desk Lamp,Furniture,3,6000.0
379,2024-02-20,Arjun Gupta,arjun.gupta@example.com,South,Desk Lamp,Furniture,3,6000.0
459,2023-01-30,Simran Iyer,simran.iyer@example.com,South,Desk Lamp,Furniture,4,8000.0
526,2024-09-25,Priya Mehta,priya.mehta@example.com,South,Desk Lamp,Furniture,5,10000.0
649,2023-02-26,Sneha Sharma,sneha.sharma@example.com,South,Desk Lamp,Furniture,1,2000.0
691,2024-05-18,Arjun Patel,arjun.patel@example.com,South,Desk Lamp,Furniture,1,2000.0
